City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (in),Snow (in)
489,Srednekolymsk,RU,2020-06-16 13:26:24,67.45,153.68,73.87,38,53,7.36,broken clouds,0.0,0
490,Necochea,AR,2020-06-16 13:36:08,-38.55,-58.74,54.0,93,100,8.01,overcast clouds,0.0,0
491,Port Macquarie,AU,2020-06-16 13:26:26,-31.43,152.92,50.0,93,0,4.99,clear sky,0.0,0
492,Geraldton,AU,2020-06-16 13:26:15,-28.77,114.6,59.0,29,0,12.75,clear sky,0.0,0
493,Kutum,SD,2020-06-16 13:36:08,14.2,24.67,92.34,21,84,7.81,broken clouds,0.0,0
494,Adrar,MR,2020-06-16 13:27:25,20.5,-10.07,107.24,10,0,26.33,clear sky,0.0,0
495,Lagoa,PT,2020-06-16 13:26:19,39.05,-27.98,64.38,80,0,10.76,clear sky,0.0,0
496,Chicama,PE,2020-06-16 13:26:53,-7.84,-79.15,65.84,76,27,5.61,scattered clouds,0.0,0
497,Flin Flon,CA,2020-06-16 13:27:22,54.77,-101.86,59.0,67,20,5.82,few clouds,0.0,0
498,Kisangani,CD,2020-06-16 13:36:09,0.52,25.2,89.04,51,70,2.77,broken clouds,0.0,0
499,Xiongzhou,CN,2020-06-16 13:36:09,25.12,114.3,78.19,81,1,3.98,clear sky,0.0,0
500,Rodrigues Alves,BR,2020-06-16 13:36:09,-7.74,-72.65,75.2,94,75,2.84,broken clouds,0.0,0
501,Bathsheba,BB,2020-06-16 13:26:31,13.22,-59.52,84.2,66,40,21.92,scattered clouds,0.0,0
502,Chernenko,RU,2020-06-16 13:36:09,44.37,39.31,79.68,53,31,3.89,scattered clouds,0.0,0
503,Mackay,AU,2020-06-16 13:26:36,-21.15,149.2,64.4,88,75,6.93,broken clouds,0.0,0
504,Omsukchan,RU,2020-06-16 13:36:09,62.53,155.8,56.5,68,100,3.67,moderate rain,1.19,0
505,Baculin,PH,2020-06-16 13:36:09,7.45,126.58,79.3,78,54,4.52,light rain,0.51,0
506,San Pedro,PH,2020-06-16 13:36:10,14.35,121.02,87.01,70,40,5.82,scattered clouds,0.0,0
507,Ulenje,TZ,2020-06-16 13:36:10,-8.93,33.68,60.37,64,37,5.5,scattered clouds,0.0,0
508,Kalmunai,LK,2020-06-16 13:26:57,7.42,81.82,88.52,63,100,10.92,overcast clouds,0.0,0
509,Ipora,BR,2020-06-16 13:36:10,-16.44,-51.12,77.38,53,0,11.23,clear sky,0.0,0
510,Tongliao,CN,2020-06-16 13:36:10,43.61,122.27,76.8,29,0,10.25,clear sky,0.0,0
511,Talavera De La Reina,ES,2020-06-16 13:32:36,39.96,-4.83,79.0,25,37,13.0,scattered clouds,0.0,0
512,Ajaccio,FR,2020-06-16 13:36:10,42.0,8.92,73.4,64,73,11.41,broken clouds,0.0,0
513,Dingle,PH,2020-06-16 13:27:16,11.0,122.67,79.32,74,96,4.47,overcast clouds,0.0,0
514,Yarada,IN,2020-06-16 13:36:11,17.65,83.27,86.0,84,75,9.17,broken clouds,0.0,0
515,Vangaindrano,MG,2020-06-16 13:27:10,-23.35,47.6,68.9,88,87,8.7,moderate rain,1.23,0
516,Belmonte,BR,2020-06-16 13:26:40,-15.86,-38.88,78.8,69,40,11.41,scattered clouds,0.0,0
517,San Patricio,MX,2020-06-16 13:26:36,19.22,-104.7,73.4,94,40,2.93,scattered clouds,0.0,0
518,Sao Felix Do Xingu,BR,2020-06-16 13:36:11,-6.64,-51.99,84.94,52,2,7.02,clear sky,0.0,0
519,Murud,IN,2020-06-16 13:36:11,18.33,72.97,80.46,88,85,11.16,light rain,0.74,0
520,Sola,VU,2020-06-16 13:27:20,-13.88,167.55,81.43,79,100,22.41,overcast clouds,0.0,0
521,Gotsu,JP,2020-06-16 13:36:12,35.0,132.22,65.52,73,100,4.54,overcast clouds,0.0,0
522,Nago,JP,2020-06-16 13:24:45,26.59,127.98,82.4,88,1,9.17,clear sky,0.0,0
523,Libertador General San Martin,AR,2020-06-16 13:36:12,-23.81,-64.79,70.52,36,2,2.64,clear sky,0.0,0
524,Jardim,BR,2020-06-16 13:26:59,-21.48,-56.14,76.5,49,0,9.82,clear sky,0.0,0
525,Tautira,PF,2020-06-16 13:26:34,-17.73,-149.15,80.6,74,75,10.29,broken clouds,0.0,0
526,Krutinka,RU,2020-06-16 13:36:13,56.01,71.51,63.52,65,4,3.44,clear sky,0.0,0
527,Villazon,BO,2020-06-16 13:36:13,-22.09,-65.59,49.8,40,85,2.93,overcast clouds,0.0,0
528,Mapiripan,CO,2020-06-16 13:36:13,2.89,-72.13,79.41,80,14,4.7,few clouds,0.0,0
529,Kurskaya,RU,2020-06-16 13:36:13,44.05,44.45,88.11,45,61,1.63,broken clouds,0.0,0
530,Kumla,SE,2020-06-16 13:36:13,59.13,15.14,64.4,72,100,10.29,heavy intensity rain,5.99,0
531,Toora-Khem,RU,2020-06-16 13:36:13,52.47,96.11,51.94,56,0,4.43,clear sky,0.0,0
532,El Dorado,US,2020-06-16 13:36:14,33.21,-92.67,75.2,73,1,5.82,clear sky,0.0,0
533,Puerto Montt,CL,2020-06-16 13:36:14,-41.47,-72.94,50.0,87,75,9.17,broken clouds,0.0,0
534,Manavalakurichi,IN,2020-06-16 13:36:14,8.13,77.3,86.0,70,40,4.7,haze,0.0,0
535,Atasu,KZ,2020-06-16 13:36:14,48.68,71.64,63.41,63,65,30.62,light rain,0.19,0
536,Port Lincoln,AU,2020-06-16 13:26:38,-34.73,135.87,56.07,75,100,2.98,overcast clouds,0.0,0
537,Severo-Yeniseyskiy,RU,2020-06-16 13:36:14,60.37,93.04,48.42,77,3,4.81,clear sky,0.0,0
538,Sunrise Manor,US,2020-06-16 13:36:14,36.21,-115.07,82.4,21,1,19.46,clear sky,0.0,0
539,Bambari,CF,2020-06-16 13:36:14,5.77,20.68,81.86,82,49,5.26,moderate rain,2.32,0
540,Souris,CA,2020-06-16 13:27:00,49.62,-100.26,60.8,59,75,5.82,broken clouds,0.0,0
541,Ramanuj Ganj,IN,2020-06-16 13:36:15,23.8,83.7,78.22,89,100,6.31,light rain,0.94,0
542,Svetlogorsk,BY,2020-06-16 13:36:15,52.63,29.73,80.2,64,0,9.31,clear sky,0.0,0
543,Zwedru,LR,2020-06-16 13:36:15,6.07,-8.13,87.96,61,88,1.14,overcast clouds,0.0,0
544,Mayo,US,2020-06-16 13:26:46,38.89,-76.51,66.99,59,20,10.29,few clouds,0.0,0
545,Tuatapere,NZ,2020-06-16 13:26:30,-46.13,167.68,52.03,83,100,6.22,overcast clouds,0.0,0
546,Soanierana Ivongo,MG,2020-06-16 13:36:15,-16.92,49.58,70.3,86,95,7.16,light rain,0.74,0
547,Isangel,VU,2020-06-16 13:27:25,-19.55,169.27,71.6,88,40,11.81,scattered clouds,0.0,0
548,Taos,US,2020-06-16 13:32:04,36.41,-105.57,55.4,54,1,3.36,clear sky,0.0,0
549,Ewa Beach,US,2020-06-16 13:36:16,21.32,-158.01,75.2,73,40,9.17,scattered clouds,0.0,0
550,Ahipara,NZ,2020-06-16 13:36:16,-35.17,173.17,56.34,89,50,8.77,scattered clouds,0.0,0
551,Qui Nhon,VN,2020-06-16 13:22:37,13.77,109.23,81.52,81,100,6.76,overcast clouds,0.0,0
552,Yei,SS,2020-06-16 13:36:16,4.09,30.68,77.81,82,72,1.39,moderate rain,1.25,0
553,Sosua,DO,2020-06-16 13:36:16,19.77,-70.52,87.8,66,40,9.46,scattered clouds,0.0,0
554,Kirakira,SB,2020-06-16 13:26:31,-10.45,161.92,79.25,84,100,10.94,overcast clouds,0.0,0
555,Ueno,JP,2020-06-16 13:36:16,34.75,136.13,73.0,32,0,1.01,clear sky,0.0,0
556,Fort Nelson,CA,2020-06-16 13:26:27,58.81,-122.7,48.2,93,90,5.82,light rain,0.0,0
557,Asfi,MA,2020-06-16 13:36:17,32.3,-9.24,73.99,64,90,22.08,overcast clouds,0.0,0
558,Svetlaya,RU,2020-06-16 13:36:17,46.54,138.33,48.06,88,99,7.72,overcast clouds,0.0,0
559,Pachino,IT,2020-06-16 13:36:17,36.72,15.09,77.0,72,0,1.99,clear sky,0.0,0
560,Kargopol,RU,2020-06-16 13:36:17,61.51,38.95,78.01,40,1,10.71,clear sky,0.0,0
561,Saint-Pierre,RE,2020-06-16 13:27:20,-21.34,55.48,71.6,60,0,18.34,clear sky,0.0,0
562,Jalu,LY,2020-06-16 13:26:56,29.03,21.55,95.83,21,0,20.49,clear sky,0.0,0
563,Sungurlu,TR,2020-06-16 13:36:18,40.17,34.37,77.99,39,80,4.65,broken clouds,0.0,0
564,Lenger,KZ,2020-06-16 13:35:44,42.18,69.88,82.4,21,0,11.18,clear sky,0.0,0
565,Shelburne,CA,2020-06-16 13:26:52,44.08,-80.2,66.2,48,1,5.03,clear sky,0.0,0
566,Bagula,IN,2020-06-16 13:36:18,23.32,88.65,85.1,74,100,9.28,overcast clouds,0.0,0
567,Hualmay,PE,2020-06-16 13:36:18,-11.1,-77.61,65.62,72,27,6.71,scattered clouds,0.0,0
568,Salme,NP,2020-06-16 13:36:18,28.04,85.09,75.2,88,75,6.93,broken clouds,0.0,0
569,Carauari,BR,2020-06-16 13:36:18,-4.88,-66.9,84.54,65,0,2.59,clear sky,0.0,0
570,Arlit,NE,2020-06-16 13:26:38,18.74,7.39,113.25,5,0,9.57,clear sky,0.0,0
571,Galiakot,IN,2020-06-16 13:36:19,23.52,74.0,95.65,41,100,16.04,overcast clouds,0.0,0
572,Ondjiva,AO,2020-06-16 13:36:19,-17.07,15.73,77.0,27,0,9.17,clear sky,0.0,0
573,Straumen,NO,2020-06-16 13:36:19,63.87,11.3,77.0,57,0,4.7,clear sky,0.0,0
574,Arnissa,GR,2020-06-16 13:36:19,40.8,21.83,84.99,22,61,9.17,light rain,0.18,0
